coffee_id,Country_of_Origin,Altitude,Harvest_Year,Variety,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Overall,Total_Cup_Points,Moisture,Color,Category_One_Defects,Category_Two_Defects,Quakers
158,Brazil,1100.0,2011,Catuai,Semi-washed / Semi-pulped,8.5,8.0,7.5,7.75,7.5,7.83,10.0,10.0,10.0,7.5,84.58,0.11,Blue-Green,0,1,0.0
74,Brazil,1250.0,2011,Bourbon,Semi-washed / Semi-pulped,8.0,8.0,8.0,7.67,7.75,8.0,10.0,10.0,10.0,8.0,85.42,0.11,Blue-Green,0,1,0.0
476,Brazil,900.0,2011,No informado,No informado,7.58,7.75,7.67,7.5,7.67,7.58,10.0,10.0,10.0,7.42,83.17,0.02,No informado,0,2,0.0
188,Brazil,1275.0,2011,Yellow Bourbon,No informado,8.17,8.0,7.5,7.75,7.5,7.67,10.0,10.0,10.0,7.75,84.33,0.0,No informado,0,4,0.0
46,Brazil,1250.0,2011,Bourbon,Semi-washed / Semi-pulped,8.33,8.0,8.0,8.0,7.75,8.0,10.0,10.0,10.0,8.0,86.08,0.11,Blue-Green,0,2,0.0
189,Brazil,1050.0,2011,No informado,No informado,8.0,8.0,7.5,7.5,7.67,7.75,10.0,10.0,10.0,7.92,84.33,0.02,No informado,0,2,0.0
832,Brazil,1100.0,2012,Mundo Novo,Natural / Dry,7.42,7.58,7.25,7.5,7.33,7.5,10.0,10.0,10.0,7.33,81.92,0.12,Green,0,3,0.0
813,Brazil,950.0,2012,Mundo Novo,Semi-washed / Semi-pulped,7.58,7.5,7.17,7.5,7.5,7.42,10.0,10.0,10.0,7.33,82.0,0.12,Green,0,2,0.0
731,Brazil,1100.0,2012,Mundo Novo,Natural / Dry,7.58,7.5,7.42,7.5,7.5,7.42,10.0,10.0,10.0,7.42,82.33,0.12,Green,0,2,0.0
351,Brazil,1100.0,2012,Catuai,Semi-washed / Semi-pulped,7.83,7.75,7.5,7.75,7.5,7.58,10.0,10.0,10.0,7.67,83.58,0.12,Blue-Green,0,2,0.0
810,Brazil,1000.0,2012,Mundo Novo,Natural / Dry,7.42,7.5,7.33,7.5,7.33,7.5,10.0,10.0,10.0,7.42,82.0,0.12,Green,0,1,0.0
473,Brazil,950.0,2012,Mundo Novo,Natural / Dry,7.92,7.58,7.5,7.58,7.42,7.5,10.0,10.0,10.0,7.67,83.17,0.11,Green,0,4,0.0
435,Brazil,1200.0,2012,Yellow Bourbon,Semi-washed / Semi-pulped,7.75,7.67,7.5,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.25,0.11,Blue-Green,0,1,0.0
653,Brazil,975.0,2011,Mundo Novo,No informado,7.58,7.5,7.33,7.75,7.5,7.5,10.0,10.0,10.0,7.42,82.58,0.0,No informado,0,4,0.0
113,Brazil,1200.0,2011,Bourbon,Natural / Dry,8.0,7.92,7.75,7.75,8.0,7.75,10.0,10.0,10.0,7.75,84.92,0.11,Green,0,2,0.0
475,Brazil,1000.0,2011,Mundo Novo,Semi-washed / Semi-pulped,7.75,7.5,7.58,7.5,7.75,7.5,10.0,10.0,10.0,7.58,83.17,0.12,Blue-Green,0,3,0.0
903,Brazil,1260.0,2013/2014,Yellow Bourbon,Washed / Wet,7.42,7.42,7.33,7.33,7.5,7.25,10.0,10.0,10.0,7.33,81.58,0.12,Blue-Green,0,3,0.0
170,Brazil,,mmm,No informado,No informado,7.81,7.81,7.88,7.75,7.38,8.25,9.5,10.0,10.0,8.13,84.5,0.0,No informado,0,4,0.0
171,Brazil,,TEST,No informado,No informado,8.17,7.67,7.75,7.75,7.67,7.75,10.0,10.0,10.0,7.75,84.5,0.0,No informado,2,0,0.0
292,Brazil,1250.0,2011/2012,Yellow Bourbon,Semi-washed / Semi-pulped,7.83,7.83,7.58,7.67,7.5,7.58,10.0,10.0,10.0,7.83,83.83,0.12,Green,0,3,0.0
671,Brazil,1250.0,2012,Bourbon,Semi-washed / Semi-pulped,7.67,7.42,7.33,7.67,7.5,7.5,10.0,10.0,10.0,7.42,82.5,0.0,Blue-Green,0,4,0.0
931,Brazil,,2012,Bourbon,Semi-washed / Semi-pulped,7.5,7.42,7.17,7.42,7.5,7.33,10.0,10.0,10.0,7.17,81.5,0.12,Blue-Green,0,2,0.0
982,Brazil,,2013,Catuai,Natural / Dry,7.42,7.42,7.17,7.42,7.33,7.25,10.0,10.0,10.0,7.17,81.17,0.11,Green,0,3,0.0
6,Brazil,,2013,No informado,Natural / Dry,8.58,8.42,8.42,8.5,8.25,8.33,10.0,10.0,10.0,8.33,88.83,0.11,Bluish-Green,0,1,0.0
25,Ethiopia,,2013,No informado,Natural / Dry,8.42,8.17,7.92,8.17,8.33,8.0,10.0,10.0,10.0,8.08,87.08,0.11,Bluish-Green,0,1,0.0
987,Ethiopia,,2016,No informado,Natural / Dry,7.42,7.33,7.17,7.33,7.42,7.17,10.0,10.0,10.0,7.25,81.08,0.11,No informado,0,1,0.0
799,Laos,1250.0,2015,Other,Washed / Wet,7.42,7.5,7.25,7.33,7.5,7.5,10.0,10.0,10.0,7.5,82.0,0.12,Blue-Green,0,0,0.0
7,Peru,,2012,Other,Washed / Wet,8.42,8.5,8.33,8.5,8.25,8.25,10.0,10.0,10.0,8.5,88.75,0.11,Bluish-Green,0,0,0.0
138,Kenya,2000.0,2012,SL28,Washed / Wet,7.75,7.92,7.83,8.0,7.58,7.75,10.0,10.0,10.0,7.83,84.67,0.11,Bluish-Green,0,0,0.0
166,Kenya,2000.0,2012,SL28,Washed / Wet,7.92,7.83,7.67,8.0,7.67,7.75,10.0,10.0,10.0,7.67,84.5,0.11,Blue-Green,0,0,0.0
32,"Tanzania, United Republic Of",,2012,No informado,Natural / Dry,8.42,8.17,8.17,8.0,7.58,8.0,10.0,10.0,10.0,8.17,86.5,0.11,Bluish-Green,0,1,0.0
121,Thailand,,2015,Caturra,Pulped natural / honey,7.75,7.75,7.75,7.75,8.0,7.75,10.0,10.0,10.0,8.0,84.75,0.12,Green,0,0,0.0
622,Thailand,1500.0,2013,Caturra,Washed / Wet,7.42,7.5,7.5,7.67,7.58,7.5,10.0,10.0,10.0,7.5,82.67,0.11,Bluish-Green,0,0,0.0
382,Thailand,1200.0,2015,Catimor,Washed / Wet,7.5,7.58,7.75,7.5,7.75,7.67,10.0,10.0,10.0,7.67,83.42,0.13,Bluish-Green,0,0,0.0
641,Thailand,1450.0,2014,Caturra,Washed / Wet,7.42,7.58,7.58,7.42,7.58,7.5,10.0,10.0,10.0,7.5,82.58,0.12,Blue-Green,0,1,0.0
659,Thailand,1450.0,2014,Caturra,Washed / Wet,7.33,7.5,7.5,7.5,7.67,7.5,10.0,10.0,10.0,7.5,82.5,0.11,No informado,0,0,0.0
977,Thailand,1450.0,2014,Caturra,Washed / Wet,6.83,7.42,7.42,7.17,7.5,7.42,10.0,10.0,10.0,7.42,81.17,0.12,Blue-Green,0,0,0.0
193,Thailand,1200.0,2015,Catimor,Natural / Dry,7.83,7.75,7.75,7.42,7.83,7.67,10.0,10.0,10.0,8.0,84.25,0.12,Green,0,0,0.0
128,Japan,170.0,No informado,Mundo Novo,Pulped natural / honey,7.75,7.75,7.75,7.42,8.08,7.83,10.0,10.0,10.0,8.08,84.67,0.12,Green,0,0,0.0
500,Uganda,1473.0,2015,Bourbon,Washed / Wet,7.67,7.58,7.42,7.42,7.83,7.5,10.0,10.0,10.0,7.58,83.0,0.12,Green,0,6,0.0
501,Uganda,1645.0,2015,Bourbon,Natural / Dry,7.67,7.67,7.5,7.58,7.42,7.5,10.0,10.0,10.0,7.67,83.0,0.12,Green,0,8,5.0
509,Uganda,1800.0,2013,SL14,Washed / Wet,7.83,7.58,7.5,7.5,7.58,7.5,10.0,10.0,10.0,7.5,83.0,0.12,Green,0,0,0.0
1009,Uganda,1700.0,2013,SL14,Natural / Dry,7.33,6.92,7.17,7.33,7.42,7.42,10.0,10.0,10.0,7.42,81.0,0.12,Green,0,3,0.0
69,Uganda,1600.0,2013,SL14,Washed / Wet,8.33,7.92,7.67,7.92,7.67,7.92,10.0,10.0,10.0,8.08,85.5,0.12,Green,0,1,0.0
160,Uganda,1750.0,2016,SL14,Washed / Wet,7.92,7.75,7.67,7.75,7.83,7.75,10.0,10.0,10.0,7.83,84.5,0.11,Green,0,1,0.0
620,Uganda,1650.0,2013,SL14,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.5,10.0,10.0,10.0,7.5,82.67,0.12,Green,0,0,0.0
117,Uganda,1650.0,2013,SL14,Natural / Dry,7.75,7.92,7.67,7.67,8.25,7.75,10.0,10.0,10.0,7.83,84.83,0.12,Green,0,1,0.0
643,Uganda,1650.0,2013,SL14,Natural / Dry,7.83,7.5,7.42,7.58,7.42,7.42,10.0,10.0,10.0,7.42,82.58,0.12,Green,0,0,0.0
421,Uganda,,2015,SL14,Washed / Wet,7.5,7.67,7.67,7.42,7.67,7.67,10.0,10.0,10.0,7.67,83.25,0.12,Green,0,1,0.0
54,Uganda,1650.0,2013,SL14,Natural / Dry,8.17,8.17,7.92,8.08,7.83,7.75,10.0,10.0,10.0,8.0,85.92,0.12,Green,0,0,0.0
545,Uganda,1650.0,2013,SL14,Washed / Wet,8.0,7.5,7.5,7.58,7.33,7.42,10.0,10.0,10.0,7.58,82.92,0.12,Green,0,0,0.0
457,Uganda,1800.0,2014,SL14,Washed / Wet,8.0,7.67,7.5,7.42,7.33,7.58,10.0,10.0,10.0,7.67,83.17,0.1,Bluish-Green,0,0,0.0
28,Uganda,1950.0,2013,SL14,Washed / Wet,8.42,8.17,8.17,8.17,7.83,7.92,10.0,10.0,10.0,8.17,86.83,0.12,Green,0,1,0.0
242,Ethiopia,1800.0,2017,Gesha,Natural / Dry,7.83,7.75,7.67,7.75,7.33,7.75,10.0,10.0,10.0,7.92,84.0,0.11,Green,3,1,11.0
97,Uganda,1800.0,2016,SL14,Washed / Wet,8.17,7.92,7.75,7.75,7.67,7.75,10.0,10.0,10.0,8.0,85.0,0.11,Green,0,1,0.0
381,Uganda,1800.0,2015,SL14,Washed / Wet,7.58,7.75,7.33,7.75,7.67,7.58,10.0,10.0,10.0,7.75,83.42,0.11,Green,0,1,0.0
72,Uganda,1950.0,2013,SL14,Washed / Wet,8.08,8.0,7.83,7.67,8.0,7.83,10.0,10.0,10.0,8.0,85.42,0.12,Green,0,5,0.0
47,Uganda,,2014,No informado,Semi-washed / Semi-pulped,8.08,8.08,7.83,7.92,8.08,7.92,10.0,10.0,10.0,8.08,86.0,0.0,No informado,0,0,0.0
546,Uganda,1400.0,2013,SL14,Washed / Wet,7.75,7.58,7.58,7.5,7.5,7.5,10.0,10.0,10.0,7.5,82.92,0.12,Green,0,4,0.0
343,Uganda,1800.0,2013,SL14,Washed / Wet,7.67,7.67,7.42,7.75,7.75,7.67,10.0,10.0,10.0,7.67,83.58,0.12,Green,0,5,0.0
303,Uganda,1400.0,2013,Bourbon,Natural / Dry,8.0,7.92,7.58,7.75,7.33,7.5,10.0,10.0,10.0,7.67,83.75,0.12,Green,0,0,0.0
741,Malawi,1180.0,2014,Gesha,Washed / Wet,7.58,7.42,7.33,7.42,7.58,7.5,10.0,10.0,10.0,7.42,82.25,0.13,Blue-Green,0,0,0.0
231,Uganda,1600.0,2012,Other,Washed / Wet,7.83,7.75,7.5,7.83,7.83,7.75,10.0,10.0,10.0,7.67,84.17,0.11,Green,0,1,0.0
847,Malawi,1556.0,2014,Gesha,Washed / Wet,7.58,7.42,7.33,7.33,7.33,7.42,10.0,10.0,10.0,7.42,81.83,0.13,Green,0,0,0.0
594,Malawi,1442.0,2014,Gesha,Washed / Wet,7.75,7.58,7.42,7.5,7.33,7.5,10.0,10.0,10.0,7.67,82.75,0.12,Bluish-Green,0,0,0.0
1054,Malawi,995.0,2014,Caturra,Washed / Wet,7.5,7.25,7.17,7.17,7.25,7.17,10.0,10.0,10.0,7.17,80.67,0.12,Bluish-Green,0,1,0.0
940,Malawi,1422.0,2014,Gesha,Washed / Wet,7.58,7.17,7.33,7.42,7.08,7.42,10.0,10.0,10.0,7.42,81.42,0.12,Bluish-Green,0,0,0.0
901,Malawi,1100.0,2014,Gesha,Washed / Wet,7.42,7.42,7.17,7.58,7.33,7.33,10.0,10.0,10.0,7.33,81.58,0.13,Green,0,0,0.0
801,Malawi,2500.0,2014,Gesha,Washed / Wet,7.5,7.42,7.33,7.58,7.33,7.5,10.0,10.0,10.0,7.33,82.0,0.13,Bluish-Green,0,1,0.0
50,Uganda,1650.0,2012,Other,Washed / Wet,8.25,8.0,7.83,8.08,8.0,7.92,10.0,10.0,10.0,7.92,86.0,0.1,Blue-Green,0,0,0.0
980,Malawi,995.0,2014,Caturra,Washed / Wet,7.58,7.25,7.33,7.08,7.33,7.33,10.0,10.0,10.0,7.25,81.17,0.12,Green,0,12,0.0
210,Uganda,1700.0,2012,Other,Natural / Dry,8.17,7.75,7.58,7.67,7.83,7.58,10.0,10.0,10.0,7.67,84.25,0.13,Green,4,29,0.0
716,Malawi,1450.0,2014,Gesha,Washed / Wet,7.33,7.58,7.42,7.58,7.33,7.5,10.0,10.0,10.0,7.58,82.33,0.12,Green,0,0,0.0
958,Malawi,1200.0,2014,Gesha,Washed / Wet,7.75,7.33,7.08,7.33,7.33,7.25,10.0,10.0,10.0,7.25,81.33,0.13,Green,0,1,0.0
142,Uganda,1775.0,2012,Other,Washed / Wet,7.92,7.83,7.75,7.92,7.67,7.75,10.0,10.0,10.0,7.83,84.67,0.11,Blue-Green,0,3,0.0
918,Malawi,1599.0,2014,Gesha,Washed / Wet,7.67,7.42,6.92,7.5,7.5,7.17,10.0,10.0,10.0,7.33,81.5,0.12,Green,0,0,0.0
257,Uganda,1700.0,2012,Other,Washed / Wet,7.92,7.75,7.58,7.67,7.67,7.83,10.0,10.0,10.0,7.58,84.0,0.1,Green,10,26,0.0
403,"Tanzania, United Republic Of",1700.0,2014,Other,Semi-washed / Semi-pulped,7.75,7.58,7.67,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.33,0.12,Green,0,6,0.0
798,"Tanzania, United Republic Of",1650.0,2015,Other,Washed / Wet,7.67,7.33,7.33,7.42,7.42,7.42,10.0,10.0,10.0,7.42,82.0,0.13,Green,0,20,0.0
800,"Tanzania, United Republic Of",1350.0,2014,Other,Washed / Wet,7.42,7.42,7.33,7.58,7.33,7.42,10.0,10.0,10.0,7.5,82.0,0.12,Green,0,3,0.0
1020,"Tanzania, United Republic Of",1700.0,2014,Other,Washed / Wet,7.33,7.17,7.17,7.25,7.42,7.33,10.0,10.0,10.0,7.25,80.92,0.12,Green,0,0,0.0
1089,"Tanzania, United Republic Of",,2014,Other,Washed / Wet,7.25,7.17,7.25,7.25,7.25,7.08,10.0,10.0,10.0,7.08,80.33,0.12,Bluish-Green,0,5,0.0
822,"Tanzania, United Republic Of",1877.0,2014,Other,Washed / Wet,7.33,7.33,7.33,7.42,7.5,7.58,10.0,10.0,10.0,7.42,81.92,0.12,Green,0,4,0.0
879,"Tanzania, United Republic Of",1500.0,2014,Other,Washed / Wet,7.42,7.33,7.25,7.42,7.5,7.42,10.0,10.0,10.0,7.33,81.67,0.12,Green,0,0,0.0
358,"Tanzania, United Republic Of",1400.0,2015,Ruiru 11,Washed / Wet,7.75,7.67,7.58,7.67,7.67,7.58,10.0,10.0,10.0,7.58,83.5,0.13,Green,0,21,0.0
973,"Tanzania, United Republic Of",1050.0,2015/2016,Bourbon,Washed / Wet,7.67,7.17,7.17,7.33,7.5,7.17,10.0,10.0,10.0,7.17,81.17,0.12,Green,0,2,0.0
900,"Tanzania, United Republic Of",1800.0,2014,Other,Washed / Wet,7.42,7.42,7.33,7.42,7.42,7.33,10.0,10.0,10.0,7.25,81.58,0.12,Green,0,5,0.0
1008,"Tanzania, United Republic Of",1525.0,2014,Other,Washed / Wet,7.33,7.33,7.08,7.42,7.17,7.33,10.0,10.0,10.0,7.33,81.0,0.12,Green,0,5,0.0
386,"Tanzania, United Republic Of",1600.0,2014,Bourbon,Washed / Wet,7.75,7.67,7.58,7.67,7.58,7.58,10.0,10.0,10.0,7.58,83.42,0.13,Green,0,4,0.0
660,"Tanzania, United Republic Of",1600.0,2014,Other,Washed / Wet,7.67,7.42,7.33,7.58,7.5,7.5,10.0,10.0,10.0,7.5,82.5,0.12,Green,0,1,0.0
1088,"Tanzania, United Republic Of",1700.0,2015/2016,Bourbon,Washed / Wet,7.25,7.17,7.0,7.25,7.42,7.08,10.0,10.0,10.0,7.17,80.33,0.13,Green,0,5,0.0
760,"Tanzania, United Republic Of",1650.0,2015,Bourbon,Washed / Wet,7.58,7.42,7.42,7.33,7.5,7.42,10.0,10.0,10.0,7.5,82.17,0.13,Green,1,6,0.0
455,"Tanzania, United Republic Of",1653.0,2014,Other,Washed / Wet,7.58,7.67,7.67,7.58,7.42,7.58,10.0,10.0,10.0,7.67,83.17,0.13,Bluish-Green,0,6,0.0
1063,"Tanzania, United Republic Of",1400.0,2014,Other,Washed / Wet,7.25,7.08,7.08,7.33,7.33,7.25,10.0,10.0,10.0,7.25,80.58,0.12,Bluish-Green,0,1,0.0
616,"Tanzania, United Republic Of",1700.0,2014,Other,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.58,10.0,10.0,10.0,7.58,82.67,0.12,Green,0,0,0.0
222,"Tanzania, United Republic Of",1400.0,2014,Other,Washed / Wet,7.92,7.75,7.75,7.75,7.75,7.58,10.0,10.0,10.0,7.67,84.17,0.13,Green,0,0,0.0
110,"Tanzania, United Republic Of",1620.0,2014,Other,Washed / Wet,8.0,7.83,7.83,7.92,7.75,7.75,10.0,10.0,10.0,7.83,84.92,0.12,Green,0,2,0.0
203,"Tanzania, United Republic Of",1600.0,2014,Other,Washed / Wet,7.83,7.75,7.75,7.75,7.67,7.75,10.0,10.0,10.0,7.75,84.25,0.12,Green,0,2,0.0
991,"Tanzania, United Republic Of",1456.0,2014,Other,Washed / Wet,7.42,7.33,7.33,7.25,7.25,7.33,10.0,10.0,10.0,7.17,81.08,0.13,Green,0,2,0.0
979,"Tanzania, United Republic Of",1550.0,2014,Bourbon,Washed / Wet,7.58,7.17,7.17,7.33,7.33,7.25,10.0,10.0,10.0,7.33,81.17,0.12,Bluish-Green,0,2,0.0
617,"Tanzania, United Republic Of",1550.0,2014,Bourbon,Washed / Wet,7.58,7.5,7.5,7.58,7.33,7.58,10.0,10.0,10.0,7.58,82.67,0.12,Green,0,4,0.0
968,"Tanzania, United Republic Of",1700.0,2014,Other,Washed / Wet,7.33,7.17,7.17,7.5,7.25,7.42,10.0,10.0,10.0,7.42,81.25,0.13,Green,0,5,0.0
683,"Tanzania, United Republic Of",2285.0,2015/2016,Ruiru 11,Washed / Wet,7.67,7.25,7.42,7.42,7.67,7.42,10.0,10.0,10.0,7.58,82.42,0.13,Green,0,7,0.0
642,"Tanzania, United Republic Of",1317.0,2014,Other,Washed / Wet,7.75,7.42,7.33,7.5,7.58,7.5,10.0,10.0,10.0,7.5,82.58,0.12,No informado,0,1,0.0
767,"Tanzania, United Republic Of",1700.0,2014,Other,Washed / Wet,7.75,7.42,7.42,7.58,7.33,7.42,10.0,10.0,10.0,7.25,82.17,0.12,Green,0,1,0.0
202,"Tanzania, United Republic Of",1620.0,2014,Other,Washed / Wet,7.83,7.67,7.75,7.83,7.67,7.67,10.0,10.0,10.0,7.83,84.25,0.12,Green,0,7,0.0
880,"Tanzania, United Republic Of",1700.0,2013,Other,Washed / Wet,7.33,7.33,7.5,7.25,7.42,7.33,10.0,10.0,10.0,7.5,81.67,0.12,Green,0,7,0.0
784,"Tanzania, United Republic Of",1600.0,2014,Other,Washed / Wet,7.42,7.5,7.5,7.33,7.33,7.5,10.0,10.0,10.0,7.5,82.08,0.12,Green,0,3,0.0
862,"Tanzania, United Republic Of",1600.0,2014,Other,Washed / Wet,7.42,7.42,7.42,7.42,7.33,7.33,10.0,10.0,10.0,7.42,81.75,0.12,Bluish-Green,0,4,0.0
661,"Tanzania, United Republic Of",,2014,Other,Washed / Wet,7.75,7.0,7.42,7.58,7.58,7.58,10.0,10.0,10.0,7.58,82.5,0.12,Bluish-Green,0,3,0.0
612,Mexico,1300.0,2016,No informado,No informado,7.5,7.67,7.42,7.75,7.42,7.17,10.0,10.0,10.0,7.75,82.67,0.11,Green,0,3,2.0
260,Mexico,1300.0,2017,Mundo Novo,Washed / Wet,7.83,7.83,7.58,7.92,7.42,7.5,10.0,10.0,10.0,7.83,83.92,0.11,Green,0,5,0.0
935,Mexico,1100.0,2017,Mundo Novo,Washed / Wet,7.58,7.33,7.08,7.33,7.5,7.33,10.0,10.0,10.0,7.25,81.42,0.12,Green,1,17,5.0
1017,Mexico,1100.0,2017,Bourbon,Washed / Wet,7.5,7.33,7.17,7.42,7.5,7.33,9.33,10.0,10.0,7.33,80.92,0.11,Green,0,11,0.0
953,Mexico,1130.0,2016,No informado,No informado,7.67,7.42,7.0,7.42,7.58,7.08,10.0,10.0,10.0,7.17,81.33,0.12,Green,0,0,2.0
100,Mexico,1300.0,2015,Typica,Washed / Wet,7.83,8.0,7.83,7.75,7.67,7.83,10.0,10.0,10.0,8.08,85.0,0.09,Green,0,3,0.0
417,Mexico,1600.0,2017,Typica,Washed / Wet,7.67,7.83,7.42,7.83,7.33,7.5,10.0,10.0,10.0,7.67,83.25,0.11,Blue-Green,0,0,0.0
1097,Mexico,1600.0,2016,Caturra,Washed / Wet,7.25,7.17,7.0,7.33,7.33,7.0,10.0,10.0,10.0,7.17,80.25,0.1,Green,0,2,0.0
36,Kenya,1800.0,2013,SL34,Washed / Wet,8.08,8.0,8.0,8.25,7.92,7.92,10.0,10.0,10.0,8.08,86.25,0.12,Blue-Green,0,1,0.0
148,Kenya,1800.0,2013,Peaberry,Washed / Wet,7.83,7.83,7.83,7.75,7.58,7.83,10.0,10.0,10.0,7.92,84.58,0.1,Bluish-Green,0,2,0.0
560,Kenya,1754.0,2017,SL28,Washed / Wet,7.75,7.58,7.42,7.58,7.5,7.5,10.0,10.0,10.0,7.5,82.83,0.1,Green,0,3,0.0
145,Kenya,1754.0,No informado,SL34,Washed / Wet,7.92,7.75,7.83,7.75,7.58,7.92,10.0,10.0,10.0,7.83,84.58,0.11,Blue-Green,0,5,0.0
45,Kenya,1754.0,2014,SL28,Natural / Dry,8.08,8.08,8.0,8.0,7.83,8.08,10.0,10.0,10.0,8.0,86.08,0.11,Bluish-Green,0,2,0.0
1016,Kenya,1600.0,2017,SL28,Washed / Wet,7.17,7.58,7.5,7.5,8.0,7.75,10.0,10.0,10.0,5.42,80.92,0.11,Green,0,3,0.0
122,Kenya,1800.0,2014,SL34,Washed / Wet,7.92,7.83,7.58,7.92,7.75,7.83,10.0,10.0,10.0,7.92,84.75,0.13,Green,0,0,0.0
180,Kenya,1800.0,2017 / 2018,SL28,Washed / Wet,7.33,7.58,7.83,7.75,7.75,7.92,10.0,10.0,10.0,8.17,84.33,0.11,Green,0,4,0.0
1087,Burundi,1700.0,2016,No informado,No informado,7.08,7.25,7.17,7.33,7.08,7.08,10.0,10.0,10.0,7.33,80.33,0.12,Green,0,0,0.0
101,Kenya,,2015,No informado,Washed / Wet,8.17,7.83,7.92,7.75,7.67,7.83,10.0,10.0,10.0,7.83,85.0,0.11,Green,0,7,5.0
1072,Mauritius,280.0,2016,No informado,No informado,7.25,7.25,7.17,7.17,7.25,7.17,10.0,10.0,10.0,7.25,80.5,0.12,Green,0,0,0.0
316,Kenya,1700.0,2017,SL28,Washed / Wet,8.08,7.67,7.67,7.58,7.25,7.67,10.0,10.0,10.0,7.75,83.67,0.11,Bluish-Green,0,0,0.0
296,Kenya,1800.0,No informado,SL28,Washed / Wet,7.75,7.58,7.5,7.58,7.75,7.75,10.0,10.0,10.0,7.83,83.75,0.11,Green,0,2,0.0
1140,Kenya,1500.0,2017,SL34,Washed / Wet,7.0,7.08,7.0,7.17,7.25,7.25,10.0,10.0,10.0,7.08,79.83,0.11,No informado,0,5,1.0
225,Kenya,1500.0,2013,SL28,Washed / Wet,7.58,7.75,7.75,7.75,7.75,7.83,10.0,10.0,10.0,7.75,84.17,0.08,Green,0,0,0.0
81,Kenya,1200.0,2012,SL34,Washed / Wet,8.0,7.92,7.92,8.08,7.83,7.75,10.0,10.0,10.0,7.83,85.33,0.0,Green,0,6,0.0
254,Kenya,1200.0,2012,SL34,Washed / Wet,7.67,7.83,7.5,7.75,7.92,7.67,10.0,10.0,10.0,7.67,84.0,0.0,Green,0,2,0.0
153,Kenya,,2013,SL28,Washed / Wet,7.75,7.75,7.75,8.08,7.75,7.75,10.0,10.0,10.0,7.75,84.58,0.0,Green,0,0,0.0
453,Kenya,1500.0,2014,SL28,Washed / Wet,7.83,7.75,7.67,7.75,7.83,8.5,9.33,9.33,9.33,7.83,83.17,0.1,Bluish-Green,0,1,0.0
256,Kenya,1650.0,2012,SL28,Washed / Wet,7.67,7.75,7.67,7.75,7.83,7.67,10.0,10.0,10.0,7.67,84.0,0.0,Bluish-Green,0,0,0.0
80,Kenya,1600.0,2012,SL34,Washed / Wet,7.83,8.08,7.75,8.08,7.92,7.75,10.0,10.0,10.0,7.92,85.33,0.0,Green,0,2,0.0
102,Kenya,1580.0,2012,SL34,Washed / Wet,7.75,7.83,7.75,8.08,8.0,7.75,10.0,10.0,10.0,7.83,85.0,0.0,Green,0,5,0.0
20,Ethiopia,1850.0,2014,Ethiopian Yirgacheffe,Natural / Dry,8.17,8.17,8.0,8.17,8.08,8.33,10.0,10.0,10.0,8.33,87.25,0.0,No informado,0,8,0.0
342,Ethiopia,1850.0,2014,Other,Washed / Wet,7.75,7.67,7.58,7.67,7.5,7.67,10.0,10.0,10.0,7.75,83.58,0.0,No informado,0,7,0.0
1043,Panama,1680.0,2014,Caturra,Other,7.25,7.33,7.17,7.33,7.33,7.17,10.0,10.0,10.0,7.17,80.75,0.11,Green,1,4,0.0
132,Ethiopia,1900.0,2014,Ethiopian Yirgacheffe,Washed / Wet,8.08,7.83,7.75,7.83,7.58,7.67,10.0,10.0,10.0,7.92,84.67,0.1,No informado,0,3,0.0
66,Panama,1680.0,2014,Caturra,Natural / Dry,8.0,7.75,7.83,7.83,7.67,8.58,10.0,10.0,10.0,7.83,85.5,0.09,No informado,2,2,0.0
765,Guatemala,1500.0,2014,Bourbon,Washed / Wet,7.42,7.42,7.5,7.5,7.42,7.5,10.0,10.0,10.0,7.42,82.17,0.09,Blue-Green,0,4,0.0
568,Colombia,1600.0,2014,Other,Washed / Wet,7.83,7.67,7.5,7.58,7.5,7.67,10.0,10.0,10.0,7.08,82.83,0.0,No informado,0,1,0.0
133,Costa Rica,1750.0,2014,Other,Other,7.67,7.58,7.75,7.75,7.67,8.58,10.0,10.0,10.0,7.67,84.67,0.08,Green,0,1,0.0
77,Guatemala,1770.0,2014,Pacamara,Natural / Dry,7.83,7.75,7.83,7.67,7.83,8.58,10.0,10.0,10.0,7.83,85.33,0.11,Green,0,1,0.0
846,Indonesia,1300.0,2014,Typica,Other,7.42,7.42,7.42,7.33,7.42,7.42,10.0,10.0,10.0,7.42,81.83,0.11,No informado,2,6,0.0
67,Kenya,1900.0,2014,SL28,Natural / Dry,7.92,7.92,7.83,8.08,7.83,7.92,10.0,10.0,10.0,8.0,85.5,0.1,Green,0,3,0.0
967,Guatemala,1700.0,2014,Pacamara,Washed / Wet,7.33,7.42,7.17,7.25,7.42,7.33,10.0,10.0,10.0,7.33,81.25,0.09,Bluish-Green,0,2,0.0
1010,Taiwan,1100.0,2013/2014,Typica,Semi-washed / Semi-pulped,7.5,6.92,7.33,7.33,7.33,7.33,10.0,10.0,10.0,7.25,81.0,0.11,Green,0,0,0.0
